Make,Model,Year,Fuel_Type,Transmission,Color,Price,Mileage
Chevrolet,Equinox,2018.0,Electric,CVT,Silver,28885.86446244713,65545.0
Ford,,2020.0,Hybrid,,Silver,26944.04896773551,82180.0
Ford,Focus,2002.0,Diesel,Automatic,Blue,37547.19606910831,8512.0
Toyota,RAV4,2006.0,Gasoline,CVT,Grey,25673.310978576385,132414.0
Chevrolet,Impala,,Hybrid,Manual,Grey,38297.46828621332,93070.0
Honda,Civic,2007.0,Gasoline,Manual,Blue,35787.28611976002,79767.0
Chevrolet,,2005.0,Hybrid,Automatic,Black,39663.04755133867,42078.0
Honda,CR-V,2018.0,Gasoline,Automatic,Red,33483.87453932137,106288.0
BMW,,2000.0,Electric,Manual,White,33386.369565142275,42929.0
Nissan,Sentra,2004.0,Electric,CVT,Blue,34828.51951278239,
Toyota,RAV4,2016.0,Gasoline,,Silver,26186.955338296855,136487.0
,Accord,2016.0,Diesel,Automatic,,20686.1961247085,
,320i,2011.0,Electric,Manual,Blue,38758.36546244856,8007.0
BMW,X5,2009.0,Gasoline,CVT,White,31908.156324759097,172904.0
Honda,Civic,2001.0,Electric,Manual,Black,,86740.0
Honda,Accord,2012.0,Diesel,Automatic,,34784.75024265724,15524.0
Toyota,Camry,2000.0,Diesel,Manual,Black,34076.123647228334,125501.0
Honda,CR-V,2018.0,Electric,Automatic,Grey,37761.906953104495,20611.0
Chevrolet,Malibu,2017.0,Gasoline,CVT,White,36151.84304614692,43303.0
Tesla,,2024.0,Gasoline,Manual,Silver,17195.421332793012,190279.0
Toyota,RAV4,2019.0,,Manual,,14714.065986166095,143026.0
Honda,Civic,2013.0,Gasoline,CVT,Silver,22439.35266811947,73340.0
Toyota,Camry,2014.0,Electric,Manual,,37886.9478050375,149646.0
Honda,Accord,2009.0,Hybrid,Automatic,Black,23673.41278315897,140256.0
Honda,Accord,2008.0,Electric,Automatic,Silver,,
Nissan,Sentra,2018.0,Electric,CVT,Blue,28356.74603393352,149453.0
Honda,Accord,,Electric,Manual,Red,12832.04057300252,96646.0
Tesla,Model 3,2017.0,Gasoline,Automatic,White,40743.61438089379,83122.0
Tesla,Model S,2005.0,Hybrid,Automatic,Blue,23438.949646914738,80910.0
Nissan,Sentra,2024.0,Gasoline,Automatic,Silver,26997.203451243353,120430.0
Nissan,Altima,2010.0,Electric,Manual,White,34745.86399579714,140518.0
Tesla,Model X,2011.0,Diesel,CVT,White,,131994.0
,Altima,2020.0,Electric,Automatic,Blue,26344.537320591393,66656.0
Chevrolet,Impala,2012.0,Diesel,CVT,White,33028.65419009479,44028.0
Nissan,Sentra,2010.0,Gasoline,,Blue,36227.518624081844,103677.0
Chevrolet,Equinox,2015.0,Hybrid,Manual,Silver,23579.371305683497,67779.0
Ford,Focus,2012.0,Diesel,CVT,Silver,41323.284843447174,174944.0
,Impala,,Diesel,CVT,Red,33015.25860035192,46197.0
Chevrolet,Impala,2011.0,Electric,Automatic,Grey,39652.31222887195,
Toyota,RAV4,2005.0,Diesel,Manual,White,26665.218313157697,126108.0
Toyota,RAV4,2002.0,Electric,Manual,Grey,35677.41462484014,
,RAV4,2007.0,Hybrid,Manual,White,23083.76006866781,147550.0
Chevrolet,Impala,2011.0,Electric,CVT,White,39978.28922451812,124714.0
Chevrolet,Impala,2004.0,Electric,Automatic,Black,44994.87904687353,130330.0
Nissan,Sentra,2015.0,Gasoline,,Red,22062.109478647108,14153.0
Toyota,RAV4,2018.0,Diesel,,Red,26153.142187714384,76325.0
BMW,X3,,Hybrid,Automatic,Grey,26947.91824595939,115033.0
Chevrolet,Malibu,2023.0,Diesel,CVT,Silver,19108.46967396827,76077.0
,,2015.0,Electric,,Red,35714.3923982675,73319.0
Chevrolet,Malibu,2009.0,Hybrid,CVT,Red,31594.918217872644,125885.0
Chevrolet,Impala,2003.0,Electric,Automatic,White,27983.743674036185,91751.0
Chevrolet,Malibu,,Electric,Automatic,Red,26701.01784288437,27306.0
Toyota,Camry,2024.0,Hybrid,Manual,Red,,195716.0
BMW,X3,2011.0,Gasoline,Automatic,White,35443.24967924019,60279.0
Ford,Focus,2013.0,Gasoline,Automatic,White,,55176.0
BMW,X3,2016.0,Electric,Manual,Grey,39763.86876120071,175399.0
Ford,Focus,2009.0,Hybrid,Automatic,,,
Toyota,Corolla,2010.0,Hybrid,CVT,Black,26472.889149529172,178595.0
BMW,X5,,Gasoline,Manual,,30417.93684216521,119719.0
Toyota,Camry,2003.0,Diesel,Manual,,38206.436388532115,194446.0
Ford,Fusion,2010.0,Electric,Manual,Blue,25589.348802640852,57545.0
,Model X,2007.0,,Automatic,Silver,28999.49356581342,39224.0
Ford,Fusion,2000.0,Electric,Automatic,Blue,36391.84866772701,139649.0
Ford,Focus,2005.0,Hybrid,CVT,Black,12594.469695164022,8070.0
Chevrolet,Impala,2011.0,Hybrid,Manual,Black,39525.94159931787,36368.0
BMW,,2016.0,Hybrid,Manual,,23861.443372182068,137855.0
Nissan,Rogue,2024.0,Hybrid,Manual,Grey,28053.064864772965,67526.0
BMW,X3,,Gasoline,,Grey,18726.427851614204,176837.0
Honda,CR-V,2019.0,Gasoline,CVT,Grey,24612.724378719384,19097.0
Honda,Civic,2008.0,Gasoline,Automatic,Silver,36794.15708617877,141467.0
Toyota,RAV4,,Hybrid,CVT,,,70480.0
Toyota,,2009.0,Diesel,Manual,,18864.73821362196,46163.0
Ford,Focus,2016.0,Hybrid,Manual,Silver,47074.88719799128,155989.0
BMW,X3,2016.0,Electric,Manual,,17780.23042084311,96731.0
Honda,CR-V,2005.0,Hybrid,Manual,Silver,19952.786263546564,
Toyota,RAV4,2004.0,Hybrid,Manual,White,31116.676707391678,1759.0
Chevrolet,Malibu,2000.0,Diesel,Automatic,White,30104.469689347097,24442.0
Tesla,Model X,2009.0,Hybrid,CVT,Red,29819.061846674977,164791.0
Honda,CR-V,2008.0,Electric,Manual,Grey,29138.669853877323,59676.0
Chevrolet,Malibu,2019.0,,Manual,Black,,159024.0
Chevrolet,Malibu,2021.0,Diesel,Manual,Blue,29754.35047338001,
Nissan,Sentra,2017.0,Gasoline,CVT,Red,25924.31421649676,149521.0
BMW,X5,,Electric,Automatic,Red,37799.94329872372,159937.0
Ford,Focus,2022.0,Diesel,CVT,Black,22495.347895702947,137717.0
BMW,X5,2020.0,Diesel,CVT,Red,14412.175088107926,38565.0
,Model X,2018.0,Gasoline,CVT,Red,20695.199417343218,156594.0
BMW,X5,2002.0,Electric,Automatic,,27429.843044397385,
Ford,Escape,2015.0,Hybrid,Manual,Blue,27214.193505031566,12342.0
Nissan,Sentra,2022.0,,Manual,White,,131026.0
,Impala,2015.0,Hybrid,CVT,Grey,33958.235706987456,75629.0
Honda,CR-V,2002.0,Hybrid,Automatic,White,40612.22768622497,
,Altima,2009.0,Gasoline,CVT,Red,,26399.0
Chevrolet,Impala,2020.0,Diesel,Manual,Red,37017.58794860596,110904.0
Ford,Escape,2017.0,Gasoline,Manual,Blue,39536.66321245619,186178.0
Toyota,Corolla,2011.0,Gasoline,CVT,Black,35412.54048032426,74055.0
Chevrolet,Impala,,Hybrid,CVT,Red,,187445.0
BMW,320i,,Diesel,,Silver,36094.20447272298,39986.0
Chevrolet,Equinox,2005.0,Gasoline,Automatic,Grey,15894.811730441164,155232.0
Toyota,Corolla,2010.0,Gasoline,CVT,Grey,42874.93332341043,73506.0
Tesla,Model X,2011.0,Diesel,Manual,Blue,33307.261363959515,34911.0
Tesla,Model 3,2022.0,Hybrid,Automatic,Silver,30097.503798713442,113453.0
Honda,Accord,2005.0,Gasoline,Manual,White,30461.764654690884,84458.0
Chevrolet,Impala,2013.0,Electric,Manual,Silver,27931.428257985062,66358.0
Honda,Accord,2024.0,Hybrid,Manual,Grey,22068.515614249933,148399.0
Chevrolet,,2001.0,,Automatic,Silver,31732.079672911226,16032.0
Nissan,Rogue,2010.0,Diesel,CVT,Silver,24630.18144805346,
Toyota,Camry,,Electric,Automatic,,32477.393011819622,118865.0
Ford,Fusion,2014.0,Diesel,Manual,Grey,36525.07430673056,139777.0
Nissan,Sentra,2009.0,Diesel,CVT,Grey,31704.46056850926,103145.0
,RAV4,2001.0,Electric,Automatic,Grey,35609.85325546437,146430.0
Honda,CR-V,2000.0,Electric,Automatic,Grey,,116243.0
Honda,Accord,2009.0,Electric,Manual,White,16851.697147963387,14596.0
Ford,Fusion,2009.0,Diesel,Automatic,Silver,38889.07718633167,111496.0
Honda,,2024.0,Diesel,CVT,Grey,24974.706048334898,130273.0
Chevrolet,Malibu,2019.0,,,Black,27247.70100839713,
BMW,X5,2004.0,Hybrid,Automatic,,33542.97482129519,161047.0
Toyota,RAV4,,Hybrid,Automatic,Silver,31248.113615721664,67642.0
Toyota,,2003.0,Hybrid,Automatic,Red,22680.1514378125,
Ford,Focus,2005.0,Diesel,Automatic,Black,19992.839883330325,159601.0
Ford,Focus,2022.0,Diesel,CVT,Grey,29089.150203867455,35954.0
Tesla,Model 3,2017.0,Gasoline,Automatic,Black,42760.719326446284,99608.0
Tesla,,2014.0,Hybrid,CVT,Black,30657.74612146302,60774.0
Chevrolet,Equinox,2014.0,Diesel,Automatic,Blue,34630.42357290244,51693.0
BMW,X5,2009.0,,CVT,Black,,116739.0
BMW,X5,2011.0,Electric,CVT,Grey,38272.68950083337,56133.0
Honda,Accord,2010.0,Gasoline,Manual,Black,38635.69030848549,61268.0
Nissan,Rogue,2015.0,Electric,CVT,Black,29938.225747034416,157729.0
BMW,X3,2002.0,,Automatic,,40193.68220407919,171024.0
Nissan,Rogue,2019.0,Hybrid,,White,29482.64504740656,1622.0
Toyota,Corolla,2008.0,Gasoline,Automatic,Red,10663.38427753131,48756.0
Ford,,2016.0,Electric,Automatic,Black,42154.000838744076,47924.0
Toyota,Camry,2013.0,Hybrid,Manual,White,,74182.0
Honda,Civic,2017.0,Hybrid,Manual,Silver,38896.33636743091,101332.0
Honda,Accord,2005.0,Electric,Manual,Black,31928.535975704785,89563.0
Honda,Accord,2022.0,Electric,CVT,Grey,26859.713693951635,
Honda,CR-V,2002.0,Hybrid,CVT,Red,40911.958562442494,38709.0
Honda,Civic,2005.0,Electric,Manual,Blue,27389.90185277371,11555.0
BMW,320i,2015.0,Electric,Manual,Red,31489.187721722188,53276.0
Chevrolet,Equinox,2020.0,Diesel,Manual,Red,,89599.0
Honda,Accord,2022.0,Diesel,CVT,Blue,24011.7071443721,155834.0
Ford,,2003.0,Electric,CVT,Red,,
Tesla,Model S,2006.0,Hybrid,Manual,Silver,16848.197115684845,184374.0
Toyota,RAV4,2009.0,Diesel,Automatic,White,33699.88425660667,120900.0
BMW,X3,2010.0,Diesel,CVT,Blue,31386.270927711554,152864.0
Toyota,RAV4,,Gasoline,,Blue,32233.20188188798,114130.0
Nissan,Altima,,Gasoline,Manual,Grey,17103.442449658345,198370.0
,,2021.0,Electric,CVT,Red,31769.99817507998,155130.0
Toyota,Camry,,Diesel,,Blue,31745.072684353458,176492.0
Chevrolet,Malibu,2023.0,Hybrid,Automatic,Black,32809.38832088234,
Toyota,RAV4,2007.0,Diesel,CVT,Red,22133.78749438743,100424.0
Nissan,Rogue,2024.0,Electric,Manual,Black,31348.840640460443,34008.0
Tesla,Model X,2011.0,Gasoline,,Black,27488.60795717915,131132.0
,320i,2006.0,Hybrid,CVT,Blue,25297.747066591743,13350.0
Honda,CR-V,2000.0,Hybrid,CVT,Red,43593.36418497696,24354.0
,Escape,2005.0,Electric,Automatic,Blue,33748.03215084082,
Nissan,,2022.0,,Automatic,White,33994.46332027913,88929.0
,Malibu,2019.0,Electric,Manual,White,27691.60787490141,69626.0
BMW,320i,2005.0,,CVT,White,25058.261835178477,6960.0
Honda,Accord,2014.0,Gasoline,CVT,Grey,20104.890831469456,
BMW,320i,2012.0,Diesel,Automatic,Blue,28303.16085743493,175695.0
Toyota,RAV4,2023.0,Gasoline,Manual,Black,32851.48388254472,182932.0
Toyota,RAV4,2001.0,Electric,CVT,Silver,34579.39308962868,11344.0
Tesla,Model X,,Hybrid,,Silver,,58053.0
,Fusion,2013.0,Diesel,,Silver,37966.57388185284,146968.0
Honda,Civic,2002.0,Electric,,Grey,32002.877890113403,90600.0
Honda,CR-V,2024.0,Hybrid,Manual,Black,35508.39605587725,
Honda,CR-V,2012.0,Gasoline,Automatic,Silver,27672.40788033011,29711.0
,X3,2021.0,Electric,,Blue,30867.63616495897,70342.0
Honda,Accord,,Gasoline,Automatic,,15356.348452419883,168270.0
Honda,,2024.0,Electric,CVT,Grey,27903.757006499698,139892.0
Tesla,Model 3,2015.0,Hybrid,Automatic,Blue,23855.51704833898,41786.0
BMW,X5,2003.0,Diesel,Automatic,Grey,34617.81561873405,137809.0
Chevrolet,Impala,2008.0,Gasoline,CVT,Grey,40174.750366375905,66150.0
Nissan,Rogue,,,Automatic,White,9656.321311140196,87312.0
BMW,X5,2012.0,Hybrid,Automatic,Silver,20444.48261285007,35435.0
Honda,Accord,2017.0,Electric,CVT,Silver,40605.30345752076,96443.0
BMW,X5,2010.0,Diesel,Automatic,Red,37641.65246416861,
Nissan,Sentra,2016.0,Electric,,Grey,29624.106182435622,151734.0
Honda,Accord,2000.0,Gasoline,Manual,Blue,40831.29808911726,94071.0
Nissan,Altima,2019.0,Diesel,Automatic,,15716.159461011215,6640.0
BMW,320i,2017.0,Gasoline,Manual,,45317.973170355544,7564.0
Toyota,Corolla,,Gasoline,CVT,Silver,33638.813289221915,158417.0
,Focus,,Electric,Automatic,Blue,10145.603400768687,74859.0
Toyota,,2006.0,Electric,Automatic,,35471.57074976861,110017.0
BMW,,2017.0,Gasoline,Manual,Blue,35350.49692654084,69346.0
Tesla,Model 3,2008.0,Diesel,,,30352.62909842809,96122.0
Nissan,Sentra,2021.0,Gasoline,CVT,Red,26120.336624247208,73972.0
Toyota,Camry,2023.0,Hybrid,CVT,Red,40570.10580139185,193259.0
Toyota,Camry,2007.0,Electric,CVT,White,36898.70632610748,58606.0
BMW,X3,,Diesel,Automatic,White,32353.964726026006,
Ford,Escape,,Hybrid,Automatic,Red,,134502.0
Chevrolet,Malibu,,,Manual,Grey,40900.38357838275,
Nissan,Rogue,2001.0,Electric,,Blue,,165873.0
Toyota,Camry,,Hybrid,Manual,Blue,27751.96067543098,186691.0
Toyota,Corolla,2024.0,Diesel,,Silver,35004.04570148879,188847.0
BMW,320i,2006.0,Hybrid,Manual,Blue,42104.773655455836,166472.0
Honda,Civic,2024.0,Electric,Manual,White,28161.97786262748,
Chevrolet,Impala,2004.0,Gasoline,CVT,Grey,23376.320661776423,67364.0
Honda,CR-V,2001.0,Diesel,CVT,White,37382.41798857438,128301.0
Chevrolet,Malibu,2021.0,,Automatic,Black,,126295.0
Toyota,Camry,2009.0,Hybrid,Automatic,Grey,47322.9206655464,179352.0
Nissan,Sentra,2010.0,Hybrid,Automatic,Grey,25020.773148400007,24262.0
Tesla,Model S,,Diesel,Manual,White,31248.39156159792,41844.0
Toyota,Camry,2005.0,Electric,,Silver,33693.38448006112,64754.0
Chevrolet,Impala,2010.0,Gasoline,Manual,Grey,18225.29746756993,61665.0
Tesla,Model S,2018.0,Diesel,Manual,,,116953.0
Tesla,Model 3,,Gasoline,Manual,Grey,33514.226200286415,73781.0
Toyota,RAV4,2002.0,Gasoline,Manual,Black,33811.42333119098,66262.0
Tesla,Model X,,Hybrid,CVT,White,40653.78185992391,157757.0
Honda,Accord,2023.0,Gasoline,CVT,Grey,25719.402796878927,112855.0
Tesla,,2004.0,Hybrid,Automatic,Grey,29346.683674782078,54028.0
BMW,X5,2001.0,Diesel,Automatic,Grey,37090.574249828496,7287.0
Honda,CR-V,2023.0,Hybrid,,Black,13157.49600754623,43642.0
Nissan,Sentra,2022.0,Hybrid,Automatic,Silver,23412.216096804117,
Chevrolet,Impala,2011.0,Electric,Automatic,White,29482.331137528294,42520.0
Ford,,2007.0,Hybrid,Manual,Silver,28593.160017973114,64772.0
Honda,Civic,,,CVT,Blue,23204.73154123294,105595.0
Ford,Fusion,2014.0,Gasoline,CVT,Silver,37311.37713522097,33742.0
Ford,Fusion,,Gasoline,Automatic,Grey,30341.941233525376,106532.0
BMW,320i,2000.0,Electric,Automatic,White,,126267.0
BMW,320i,2017.0,Electric,Automatic,Grey,30324.537710582175,84082.0
Nissan,Altima,2014.0,Diesel,Manual,Blue,37728.55065326872,
Nissan,Sentra,2014.0,Diesel,Manual,Blue,43987.52425498106,71719.0
Toyota,Corolla,2007.0,Gasoline,Automatic,Silver,36153.618287034195,99616.0
Tesla,Model X,2002.0,Hybrid,Manual,Grey,31800.170532637847,19623.0
Ford,Escape,2014.0,Electric,Automatic,Grey,32291.657402829438,198747.0
,Rogue,2012.0,Electric,Manual,Black,36153.61635898023,97624.0
Honda,CR-V,2024.0,Electric,Manual,Red,33804.55523330473,157364.0
,320i,2007.0,Diesel,Automatic,Silver,,133541.0
,Rogue,2010.0,Gasoline,CVT,Silver,41487.666009306864,53947.0
BMW,,2002.0,Hybrid,CVT,Silver,28746.61439762359,153962.0
Toyota,Camry,2013.0,Gasoline,CVT,Grey,31100.352648249922,167581.0
Toyota,RAV4,,Gasoline,Manual,Grey,41754.80899979214,91659.0
Ford,Focus,2016.0,Diesel,CVT,Grey,32573.31812213819,164134.0
Nissan,,2000.0,Hybrid,Manual,,34894.01020319609,163038.0
Chevrolet,Equinox,2014.0,Gasoline,Automatic,White,15805.905110220272,144059.0
Tesla,,,Electric,CVT,Silver,27067.96072751081,29257.0
Nissan,Sentra,2019.0,Gasoline,Manual,Red,24971.763247153052,
Nissan,Altima,2000.0,Electric,Automatic,,,91357.0
Tesla,Model S,2009.0,Hybrid,Manual,White,38305.41321254035,157732.0
Nissan,Rogue,2021.0,Gasoline,Automatic,Silver,26651.74789087104,181264.0
Nissan,Sentra,2009.0,Gasoline,Automatic,Silver,31455.67494673731,123797.0
Tesla,,2015.0,,Manual,Blue,28245.069998233765,20953.0
Ford,Focus,2002.0,Diesel,Automatic,White,43851.04530065226,114682.0
Ford,Escape,2004.0,Gasoline,Manual,Silver,25600.889336089927,87266.0
Tesla,Model 3,2008.0,,Manual,Red,44331.03441344089,152499.0
Nissan,Sentra,2014.0,Diesel,CVT,Red,41741.430219257556,29241.0
Tesla,Model X,2007.0,Hybrid,,Grey,29506.873041952593,175641.0
Ford,,2013.0,Gasoline,Manual,Red,29152.56163598935,123395.0
Nissan,Altima,2005.0,Electric,,,20812.987123582858,145360.0
Ford,Escape,2011.0,Gasoline,,Silver,39739.94800623252,148554.0
Honda,CR-V,2013.0,Hybrid,,,30807.599022949536,23411.0
Nissan,Altima,2024.0,Diesel,CVT,Red,33477.92893042824,52307.0
Toyota,,2021.0,Hybrid,,White,34333.62668160855,134165.0
BMW,X3,2000.0,Hybrid,Automatic,White,,159674.0
BMW,X3,2012.0,Diesel,CVT,Black,31824.807480962743,
Chevrolet,Impala,2012.0,Gasoline,Manual,White,18558.56121806446,
Toyota,RAV4,2006.0,Hybrid,Manual,,24810.689475890667,
BMW,X3,2016.0,Diesel,CVT,Red,,151054.0
Nissan,Sentra,2006.0,Diesel,Automatic,Black,28450.746236765033,133052.0
Honda,CR-V,2016.0,Diesel,Manual,,32653.22084243901,82711.0
Ford,Fusion,2022.0,Diesel,,Silver,27840.358335728954,26385.0
Ford,Fusion,2000.0,Gasoline,Manual,Blue,29383.866162055732,21563.0
Ford,Focus,2003.0,Electric,CVT,Silver,38379.71873691096,170413.0
Honda,,,Gasoline,Automatic,Silver,28810.083780985602,85553.0
Chevrolet,Malibu,2022.0,Hybrid,Manual,Black,21100.188619762142,161779.0
Honda,CR-V,2024.0,Hybrid,Manual,Grey,33853.763947991596,184697.0
Honda,Accord,2011.0,Hybrid,Manual,Red,28073.922686857248,
Toyota,RAV4,2014.0,Hybrid,Manual,Silver,28787.806909031468,
Honda,CR-V,2017.0,Hybrid,,,,11536.0
Nissan,Altima,2003.0,,Automatic,Silver,19304.058504980272,8712.0
Honda,Civic,2018.0,Electric,CVT,,34546.23817958592,104101.0
Tesla,Model S,2023.0,Diesel,,Silver,25695.8288824865,129749.0
Ford,Escape,2012.0,Hybrid,CVT,White,26517.06692539696,5109.0
Honda,Accord,2000.0,Electric,Manual,Silver,36680.53562831168,
Tesla,Model 3,2023.0,Diesel,Automatic,White,17116.54782178776,
BMW,320i,2016.0,Electric,CVT,Silver,27923.258701527164,157661.0
Nissan,Rogue,2018.0,Electric,Automatic,Silver,29809.582152116345,161087.0
Nissan,,2013.0,Electric,Manual,Blue,32463.71527597362,106661.0
Chevrolet,,2019.0,Electric,Automatic,Blue,29457.87391447182,157215.0
Nissan,Rogue,2011.0,Electric,Automatic,,,51195.0
Ford,Escape,2021.0,Electric,,White,35565.63441392849,20581.0
Chevrolet,,2024.0,Hybrid,,Blue,31934.977440900497,69298.0
Tesla,Model 3,2016.0,Gasoline,,Grey,33518.37532335797,46167.0
Ford,,2022.0,Gasoline,Manual,Blue,27574.828407853434,96347.0
Honda,Civic,2022.0,Gasoline,CVT,White,30357.026638607636,48787.0
Honda,,2002.0,Diesel,Manual,Blue,38875.6068715439,61681.0
Toyota,Corolla,,Diesel,Automatic,White,25044.695638071484,
Honda,Accord,2006.0,Electric,Automatic,,30468.77049937107,112360.0
BMW,320i,2008.0,Diesel,Automatic,Silver,24146.444952559923,176076.0
BMW,X3,2022.0,Diesel,CVT,Black,19609.71100747701,154470.0
Nissan,Sentra,2024.0,Electric,Automatic,Grey,21695.103649902663,50861.0
BMW,X5,2005.0,Hybrid,CVT,Black,36894.771522808165,196713.0
Tesla,Model S,2004.0,Gasoline,,Blue,34143.93063943789,9078.0
Honda,,2017.0,,Automatic,Red,32639.18300929827,
Honda,Accord,2015.0,Diesel,Automatic,Silver,30995.855236981166,180858.0
Ford,Fusion,2005.0,Hybrid,Manual,Black,30447.227774401304,64881.0
Toyota,Camry,2012.0,Electric,Automatic,Black,25147.974167208195,90827.0
BMW,320i,2017.0,Electric,Manual,Red,32949.47363537758,134461.0
BMW,X5,,,,Blue,35110.83810267964,156755.0
,Equinox,2015.0,Diesel,Manual,White,37871.64536489501,157702.0
Nissan,,2000.0,Hybrid,CVT,White,25985.73591329574,177235.0
BMW,320i,2015.0,Diesel,Manual,Silver,46169.13681618347,81941.0
Chevrolet,Equinox,,Hybrid,Manual,Blue,38791.79435068795,33662.0
Tesla,Model S,2011.0,Electric,Manual,Silver,33010.07720268593,
Ford,Fusion,2007.0,Diesel,Automatic,Silver,46368.802681328154,36877.0
BMW,320i,2008.0,Diesel,CVT,,25114.364972891635,79148.0
Honda,Civic,2010.0,Electric,,Red,26370.85624459259,83186.0
Honda,Accord,2011.0,Electric,Manual,Silver,22263.178148473817,110198.0
Honda,CR-V,2022.0,Electric,Manual,White,26030.26321840335,2356.0
Honda,Civic,,Diesel,,Blue,29817.34055804263,20049.0
Nissan,Sentra,2004.0,Gasoline,Manual,Black,46067.02768958898,105361.0
Nissan,,2007.0,Hybrid,CVT,White,20165.842423686634,2920.0
Nissan,Altima,2023.0,Hybrid,Manual,White,38988.337146237645,191387.0
Ford,Focus,2005.0,Gasoline,,Black,,16309.0
Ford,Focus,2020.0,Gasoline,Manual,Blue,22329.055761011958,55230.0
,,2008.0,Hybrid,Manual,White,33617.03918027207,112340.0
Nissan,,,Hybrid,CVT,Red,26850.752251656584,59321.0
BMW,320i,2003.0,,,Red,26376.101532754696,25963.0
Honda,Civic,2014.0,Gasoline,Manual,Silver,41804.900724675244,101757.0
Toyota,Camry,2009.0,,Automatic,Silver,31683.38863919979,72099.0
Toyota,,,Electric,,Grey,37853.23726959116,156921.0
Ford,Focus,2017.0,Electric,Automatic,Black,29209.56055922005,43585.0
Tesla,Model X,2008.0,Diesel,Automatic,Black,,26958.0
Toyota,RAV4,2010.0,Electric,CVT,Black,28705.295250443854,143273.0
Toyota,Camry,2000.0,Electric,Automatic,White,36627.44953115004,29426.0
Chevrolet,Equinox,2014.0,Electric,,White,36003.736813244795,128267.0
Nissan,,2014.0,,CVT,,,179436.0
,Escape,2024.0,Hybrid,CVT,Grey,39347.451643480905,57056.0
Toyota,Camry,2011.0,Electric,Automatic,Silver,29048.913765727335,
Toyota,Corolla,2011.0,Hybrid,CVT,Black,26427.74519273379,142633.0
Nissan,,2001.0,Diesel,Automatic,Red,40412.34526075356,197133.0
Ford,Fusion,2002.0,Diesel,Manual,,29808.344467564162,166205.0
Honda,CR-V,,Diesel,Manual,Grey,38795.467644445234,181749.0
Nissan,Altima,2005.0,Electric,Manual,Blue,28824.522013331058,35046.0
Ford,Focus,,Electric,CVT,White,37968.0113240634,178136.0
Toyota,Camry,2019.0,Electric,Manual,White,24856.968099087415,101520.0
Nissan,,,Gasoline,Automatic,Blue,32066.436581013986,125818.0
Honda,CR-V,2008.0,,Manual,Black,23445.37240881431,64674.0
Toyota,Camry,2020.0,Diesel,Manual,Red,,144832.0
Chevrolet,Impala,2006.0,Hybrid,CVT,Red,26492.240990160815,143660.0
Tesla,Model X,2018.0,Diesel,,Silver,,121750.0
Tesla,Model 3,2009.0,Diesel,Manual,Black,18330.760121325784,44738.0
Tesla,Model X,2017.0,Hybrid,CVT,Silver,27957.030221251433,33397.0
Ford,Escape,2023.0,Electric,Manual,Blue,30576.164182951914,120585.0
,Altima,2006.0,Electric,Automatic,Red,,76619.0
Nissan,Altima,2002.0,Electric,Manual,Black,28055.62168064831,79530.0
Honda,,2009.0,Hybrid,,Grey,,
Honda,Civic,2007.0,Electric,,Silver,23712.09381661586,71635.0
Chevrolet,Impala,,Gasoline,,Blue,33904.983154006564,
Honda,Civic,2006.0,,CVT,Grey,27587.73711586963,9847.0
Honda,,2008.0,Diesel,CVT,Red,45575.60987670631,26155.0
Honda,Civic,2017.0,,CVT,Grey,38210.877837299355,149381.0
Nissan,Sentra,2008.0,Hybrid,Automatic,White,28790.93648572599,131691.0
Ford,Focus,2011.0,Electric,CVT,Silver,26126.632937086382,
Toyota,RAV4,2002.0,Diesel,CVT,Black,30331.828906678304,197576.0
Tesla,,2011.0,Hybrid,Automatic,Red,35457.22157727735,158492.0
Nissan,Sentra,2012.0,Diesel,CVT,Blue,30389.594143554747,170102.0
